ShipmentID,OrderID,ShipperID,ShipDate,DeliveryDate
20767,32290,8,2024-10-11,2024-10-15
20768,10391,5,2026-07-21,2026-07-26
20769,12938,4,2026-02-08,2026-02-12
20770,18211,2,2026-07-24,2026-08-02
20771,36602,3,2026-06-29,2026-07-03
20772,27556,7,2026-03-13,2026-03-19
20773,13133,3,2026-03-28,2026-04-01
20774,44904,4,2025-11-21,2025-12-01
20775,41259,4,2024-06-25,2024-06-26
20776,24415,9,2025-09-27,2025-10-07
20777,39556,6,2024-12-11,2024-12-17
20778,9198,5,2026-02-23,2026-02-26
20779,20704,4,2026-03-11,2026-03-17
20780,31256,1,2026-06-12,2026-06-21
20781,6917,2,2025-11-01,2025-11-11
20782,25009,6,2025-05-01,2025-05-11
20783,35137,5,2024-04-13,2024-04-15
20784,17766,10,2025-03-25,2025-03-27
20785,41033,6,2025-09-27,2025-10-01
20786,38601,6,2025-05-18,2025-05-21
20787,5478,2,2024-02-01,2024-02-10
20788,14144,4,2024-09-09,2024-09-12
20789,42675,5,2025-04-24,2025-04-26
20790,31347,8,2026-09-13,2026-09-18
20791,44209,10,2024-02-12,2024-02-19
20792,2224,5,2024-07-02,2024-07-12
20793,40753,8,2025-04-28,2025-05-03
20794,43722,3,2025-10-16,2025-10-24
20795,30778,6,2025-03-23,2025-04-01
20796,41011,2,2025-04-26,2025-04-30
20797,5213,6,2025-09-02,2025-09-09
20798,4884,2,2024-04-19,2024-04-25
20799,36832,10,2025-12-04,2025-12-08
20800,49026,3,2026-01-20,2026-01-26
20801,46984,9,2025-04-14,2025-04-21
20802,47815,7,2024-06-14,2024-06-21
20803,14037,2,2026-08-26,2026-08-30
20804,503,4,2026-04-03,2026-04-04
20805,48687,4,2025-09-14,2025-09-22
20806,15351,5,2026-01-17,2026-01-21
20807,24132,4,2025-01-18,2025-01-21
20808,5266,3,2024-08-13,2024-08-14
20809,33022,9,2025-11-17,2025-11-21
20810,4304,4,2025-05-13,2025-05-19
20811,7443,6,2024-03-26,2024-04-01
20812,43902,5,2024-08-09,2024-08-18
20813,26390,4,2024-10-29,2024-11-08
20814,3887,5,2025-07-09,2025-07-14
20815,36115,5,2025-04-15,2025-04-16
20816,26554,4,2026-01-17,2026-01-21
20817,23137,6,2024-12-25,2024-12-29
20818,24929,4,2024-05-27,2024-05-31
20819,31208,8,2024-12-06,2024-12-11
20820,38127,1,2025-06-24,2025-06-30
20821,23096,1,2025-04-30,2025-05-04
20822,709,2,2024-07-01,2024-07-07
20823,46605,5,2026-07-14,2026-07-18
20824,22797,10,2024-05-16,2024-05-18
20825,44306,2,2026-07-16,2026-07-17
20826,3566,6,2024-08-11,2024-08-20
20827,11848,6,2025-03-06,2025-03-07
20828,22172,2,2026-08-22,2026-08-23
20829,41219,2,2024-05-12,2024-05-20
20830,40559,5,2026-08-30,2026-09-02
20831,26345,1,2026-05-04,2026-05-06
20832,11752,9,2026-02-15,2026-02-16
20833,45123,1,2026-01-05,2026-01-14
20834,44669,7,2025-02-11,2025-02-15
20835,31955,6,2026-09-11,2026-09-17
20836,26296,10,2025-06-14,2025-06-24
20837,28401,3,2026-09-03,2026-09-06
20838,39302,1,2025-03-29,2025-03-31
20839,31727,9,2024-03-01,2024-03-07
20840,34958,5,2026-08-22,2026-08-29
20841,17047,8,2024-03-19,2024-03-27
20842,19680,3,2024-09-02,2024-09-11
20843,8342,9,2024-07-26,2024-07-29
20844,8229,4,2025-06-23,2025-07-02
20845,44315,1,2026-09-06,2026-09-09
20846,35665,9,2024-03-08,2024-03-15
20847,8334,2,2025-11-06,2025-11-10
20848,46415,2,2024-02-18,2024-02-23
20849,9388,8,2024-09-26,2024-09-30
20850,16459,3,2025-11-07,2025-11-11
20851,27165,8,2026-07-09,2026-07-10
20852,16316,7,2025-05-01,2025-05-07
20853,451,4,2025-08-19,2025-08-29
20854,30985,7,2026-04-28,2026-05-05
20855,34034,7,2026-08-06,2026-08-08
20856,42989,5,2025-02-11,2025-02-17
20857,43837,10,2025-12-01,2025-12-06
20858,16569,5,2024-08-27,2024-09-04
20859,36406,2,2026-03-02,2026-03-11
20860,33697,1,2024-10-31,2024-11-06
20861,5,7,2025-06-10,2025-06-20
20862,48350,7,2025-03-20,2025-03-30
20863,6153,6,2024-03-07,2024-03-17
20864,18518,2,2025-06-05,2025-06-07
20865,1618,6,2026-03-03,2026-03-08
20866,37868,8,2026-08-21,2026-08-23
20867,3742,10,2026-09-01,2026-09-07
20868,17115,1,2025-08-27,2025-09-02
20869,32776,5,2026-02-13,2026-02-19
20870,9707,3,2025-07-18,2025-07-19
20871,46564,10,2026-03-28,2026-04-01
20872,32666,9,2024-12-14,2024-12-21
20873,5916,6,2026-04-04,2026-04-11
20874,12697,6,2024-08-08,2024-08-12
20875,43148,10,2024-07-06,2024-07-07
20876,9814,9,2025-12-14,2025-12-17
20877,26264,3,2025-06-26,2025-07-02
20878,46489,5,2025-09-04,2025-09-09
20879,10541,2,2026-05-12,2026-05-21
20880,14948,9,2025-01-20,2025-01-30
20881,3487,5,2025-08-09,2025-08-18
20882,15243,6,2026-05-06,2026-05-15
20883,14708,4,2024-10-31,2024-11-07
20884,6231,4,2024-11-28,2024-12-04
20885,28499,7,2024-04-06,2024-04-08
20886,31454,8,2024-07-29,2024-08-02
20887,365,6,2025-03-24,2025-03-26
20888,7379,9,2026-04-10,2026-04-11
20889,5303,7,2025-03-05,2025-03-15
20890,27179,1,2024-06-09,2024-06-13
20891,30904,2,2025-02-02,2025-02-09
20892,17131,6,2025-03-10,2025-03-11
20893,23120,8,2024-11-04,2024-11-09
20894,13548,5,2025-04-29,2025-05-09
20895,19437,6,2024-11-18,2024-11-22
20896,24216,4,2025-11-16,2025-11-25
20897,20213,5,2026-05-16,2026-05-24
20898,24350,9,2025-10-11,2025-10-20
20899,3172,1,2024-02-07,2024-02-08
20900,36754,8,2024-04-24,2024-05-04
20901,24183,1,2026-03-27,2026-03-30
20902,12738,1,2024-11-17,2024-11-21
20903,15947,6,2024-03-21,2024-03-30
20904,17061,9,2026-08-08,2026-08-14
20905,9148,4,2025-08-05,2025-08-12
20906,6601,6,2024-04-04,2024-04-07
20907,24791,8,2026-08-17,2026-08-20
20908,12007,10,2024-07-22,2024-07-23
20909,15081,6,2025-04-23,2025-05-01
20910,34091,9,2024-09-10,2024-09-20
20911,49628,5,2024-11-08,2024-11-15
20912,37679,2,2025-01-06,2025-01-08
20913,49667,9,2025-02-15,2025-02-23
20914,40962,1,2025-03-23,2025-03-27
20915,26305,6,2026-02-17,2026-02-21
20916,39079,1,2024-07-06,2024-07-09
20917,48661,2,2024-11-18,2024-11-20
20918,36054,9,2025-11-11,2025-11-20
20919,9029,6,2024-11-03,2024-11-13
20920,42237,2,2024-11-21,2024-11-23
20921,36815,10,2024-09-26,2024-09-27
20922,24867,10,2024-04-25,2024-04-29
20923,73,5,2024-08-31,2024-09-08
20924,22041,2,2024-04-29,2024-05-05
20925,1530,7,2025-06-20,2025-06-29
20926,5829,5,2025-06-10,2025-06-14
20927,9012,9,2025-12-09,2025-12-15
20928,49923,5,2025-04-10,2025-04-20
20929,45942,1,2025-10-24,2025-10-27
20930,14215,10,2026-08-06,2026-08-07
20931,14186,9,2024-01-12,2024-01-16
20932,28397,5,2024-08-30,2024-09-09
20933,48120,2,2024-11-01,2024-11-10
20934,45014,1,2025-08-31,2025-09-04
20935,27002,9,2024-08-06,2024-08-13
20936,41836,9,2025-02-07,2025-02-13
20937,34903,4,2024-03-28,2024-04-01
20938,29782,7,2026-06-05,2026-06-13
20939,26174,1,2024-03-05,2024-03-07
20940,13854,1,2025-12-18,2025-12-19
20941,40238,8,2024-06-02,2024-06-07
20942,112,6,2024-05-16,2024-05-17
20943,39095,8,2024-01-05,2024-01-08
20944,22285,3,2024-02-11,2024-02-17
20945,20373,3,2026-06-17,2026-06-24
20946,719,10,2024-11-04,2024-11-08
20947,14192,2,2026-06-19,2026-06-25
20948,42212,10,2025-10-05,2025-10-06
20949,16710,1,2026-01-22,2026-01-25
20950,44551,9,2024-11-19,2024-11-22
20951,27086,7,2024-12-31,2025-01-03
20952,5713,7,2025-09-10,2025-09-12
20953,43187,7,2024-03-12,2024-03-13
20954,44760,10,2024-09-26,2024-10-02
20955,36987,1,2025-04-03,2025-04-07
20956,44988,5,2025-04-26,2025-05-04
20957,11040,2,2024-12-09,2024-12-16
20958,25576,5,2025-08-29,2025-08-30
20959,43980,5,2026-05-23,2026-05-28
20960,6608,4,2024-01-19,2024-01-26
20961,33778,8,2024-05-07,2024-05-12
20962,27665,8,2025-10-31,2025-11-02
20963,36715,8,2025-08-06,2025-08-10
20964,25902,10,2024-02-12,2024-02-16
20965,17860,1,2024-07-28,2024-08-03
20966,2047,6,2025-07-16,2025-07-24
20967,35404,7,2024-04-10,2024-04-16
20968,16954,2,2025-01-21,2025-01-28
20969,41384,9,2026-03-14,2026-03-23
20970,39995,5,2024-01-11,2024-01-20
20971,49827,9,2025-03-11,2025-03-19
20972,33292,3,2025-07-03,2025-07-10
20973,6750,9,2024-06-02,2024-06-05
20974,18439,7,2024-10-17,2024-10-18
20975,20185,8,2026-05-02,2026-05-09
20976,20087,2,2024-11-22,2024-11-27
20977,1173,7,2024-11-10,2024-11-15
20978,7580,2,2024-09-09,2024-09-11
20979,9691,9,2024-04-11,2024-04-21
20980,5681,7,2024-06-10,2024-06-17
20981,4976,8,2024-10-07,2024-10-09
20982,39936,6,2025-02-02,2025-02-10
20983,5372,1,2025-10-24,2025-10-28
20984,12787,1,2026-08-01,2026-08-08
20985,20684,10,2025-12-25,2026-01-02
20986,31405,2,2026-02-14,2026-02-18
20987,17724,2,2025-01-23,2025-01-24
20988,12104,4,2024-03-04,2024-03-09
20989,44548,6,2025-02-24,2025-03-03
20990,10278,3,2025-07-07,2025-07-15
20991,13837,9,2024-08-04,2024-08-07
20992,5995,5,2024-11-28,2024-11-30
20993,41854,10,2024-10-27,2024-10-30
20994,32553,2,2026-03-15,2026-03-21
20995,23982,3,2024-09-12,2024-09-13
20996,452,8,2026-05-05,2026-05-15
20997,32017,7,2025-07-14,2025-07-21
20998,12604,1,2026-06-28,2026-07-08
20999,35707,7,2024-08-04,2024-08-14
21000,28799,10,2025-07-06,2025-07-12
21001,38335,4,2026-05-15,2026-05-16
21002,3489,4,2025-08-13,2025-08-23
21003,37304,1,2024-11-14,2024-11-22
21004,26791,1,2024-04-11,2024-04-12
21005,17083,10,2024-05-25,2024-05-30
21006,32263,1,2024-05-08,2024-05-18
21007,14267,9,2025-09-03,2025-09-11
21008,43407,5,2024-02-20,2024-02-25
21009,19985,10,2025-09-26,2025-09-29
21010,10258,7,2024-07-28,2024-08-05
21011,1291,10,2026-01-19,2026-01-27
21012,16182,5,2026-01-26,2026-02-03
21013,47921,2,2026-08-20,2026-08-30
21014,272,5,2024-03-07,2024-03-08
21015,34437,1,2024-08-08,2024-08-11
21016,33048,6,2025-10-14,2025-10-19
21017,43046,7,2026-08-29,2026-09-01
21018,13297,6,2024-12-12,2024-12-14
21019,13840,1,2026-08-12,2026-08-14
21020,44507,6,2025-02-12,2025-02-17
21021,46587,9,2024-07-26,2024-07-27
21022,31410,8,2024-08-01,2024-08-09
21023,48065,1,2026-05-05,2026-05-15
21024,42471,7,2026-04-18,2026-04-22
21025,20484,10,2024-08-09,2024-08-14
21026,18561,6,2025-09-03,2025-09-12
21027,36195,7,2024-05-23,2024-05-25
21028,4940,6,2024-02-07,2024-02-15
21029,11750,6,2025-02-10,2025-02-16
21030,14225,9,2025-01-17,2025-01-18
21031,1782,6,2025-02-04,2025-02-11
21032,38092,9,2024-11-18,2024-11-21
21033,16372,1,2024-02-08,2024-02-12
21034,30701,3,2025-01-17,2025-01-19
21035,49354,5,2024-12-29,2025-01-08
21036,3451,4,2024-04-09,2024-04-19
21037,8207,9,2024-09-05,2024-09-14
21038,26048,6,2025-10-09,2025-10-12
21039,12992,8,2024-12-08,2024-12-10
21040,4434,7,2024-01-05,2024-01-08
21041,48918,7,2024-09-03,2024-09-07
21042,29091,2,2025-06-25,2025-06-30
21043,31256,10,2026-08-02,2026-08-09
21044,9272,4,2026-06-01,2026-06-08
21045,49573,3,2025-07-31,2025-08-07
21046,38425,10,2026-06-11,2026-06-12
21047,24331,2,2026-09-05,2026-09-08
21048,49010,5,2025-04-29,2025-05-02
21049,11887,10,2025-02-14,2025-02-18
21050,41473,7,2024-03-21,2024-03-24
21051,20714,2,2024-03-04,2024-03-07
21052,17213,1,2025-07-19,2025-07-25
21053,38187,3,2026-09-07,2026-09-13
21054,18993,10,2024-02-19,2024-02-23
21055,16995,4,2024-03-31,2024-04-03
21056,43162,4,2025-01-19,2025-01-27
21057,21947,5,2024-03-10,2024-03-17
21058,46620,2,2024-03-07,2024-03-10
21059,24895,3,2024-07-03,2024-07-12
21060,484,7,2024-12-30,2025-01-03
21061,37378,6,2025-07-07,2025-07-13
21062,13438,2,2025-11-02,2025-11-11
21063,20089,8,2025-06-10,2025-06-20
21064,1170,9,2024-12-04,2024-12-11
21065,45761,3,2025-07-11,2025-07-12
21066,7409,2,2025-03-17,2025-03-21
21067,16408,9,2025-04-21,2025-04-27
21068,28843,2,2024-11-14,2024-11-15
21069,29877,3,2025-06-29,2025-07-06
21070,12703,6,2026-05-29,2026-05-30
21071,20628,1,2025-07-11,2025-07-14
21072,40387,10,2026-06-10,2026-06-14
21073,21634,6,2024-06-13,2024-06-21
21074,31961,1,2024-11-23,2024-12-01
21075,12381,1,2024-11-13,2024-11-17
21076,3448,3,2024-04-12,2024-04-16
21077,1,5,2025-03-29,2025-04-08
21078,38086,2,2024-12-07,2024-12-08
21079,46810,7,2024-08-15,2024-08-17
21080,66,9,2025-07-30,2025-08-02
21081,32669,2,2024-08-22,2024-08-31
21082,11290,3,2024-07-20,2024-07-24
21083,15093,6,2024-12-19,2024-12-27
21084,4878,5,2026-06-26,2026-07-02
21085,24134,10,2026-08-07,2026-08-17
21086,22697,1,2024-05-01,2024-05-07
21087,36454,10,2025-05-16,2025-05-18
21088,6555,10,2026-07-18,2026-07-20
21089,41818,8,2026-04-09,2026-04-19
21090,40836,2,2025-11-12,2025-11-22
21091,35878,7,2024-07-16,2024-07-22
21092,3193,9,2026-03-14,2026-03-15
21093,22353,6,2024-11-26,2024-11-27
21094,15703,7,2025-06-04,2025-06-08
21095,38895,7,2024-01-24,2024-02-03
21096,15803,7,2024-11-15,2024-11-24
21097,12489,3,2025-09-25,2025-09-30
21098,48589,3,2025-07-22,2025-07-29
21099,42211,4,2024-04-28,2024-05-05
21100,18538,9,2024-11-08,2024-11-13
21101,36269,3,2024-03-01,2024-03-06
21102,44738,5,2024-01-17,2024-01-19
21103,4837,2,2024-05-09,2024-05-15
21104,11437,5,2024-09-12,2024-09-17
21105,36744,7,2024-10-07,2024-10-11
21106,3992,4,2025-10-16,2025-10-22
21107,22588,4,2025-07-22,2025-08-01
21108,39307,7,2025-07-19,2025-07-29
21109,34251,1,2026-05-20,2026-05-24
21110,18109,8,2024-09-17,2024-09-18
21111,31769,7,2026-06-20,2026-06-29
21112,8756,4,2024-06-08,2024-06-09
21113,31905,9,2025-11-20,2025-11-26
21114,17879,2,2024-03-04,2024-03-11
21115,8337,2,2024-07-10,2024-07-11
21116,15468,8,2024-04-22,2024-04-28
21117,29173,2,2026-03-15,2026-03-25
21118,26466,2,2026-01-10,2026-01-13
21119,9271,7,2024-09-19,2024-09-25
21120,37506,4,2025-08-23,2025-09-01
21121,9254,6,2025-08-22,2025-08-25
21122,30774,1,2024-11-23,2024-11-25
21123,3632,5,2024-02-26,2024-03-05
21124,37570,2,2024-12-19,2024-12-22
21125,5143,9,2026-04-27,2026-05-02
21126,39036,2,2025-04-24,2025-05-03
21127,30390,9,2024-05-04,2024-05-14
21128,44468,9,2025-10-26,2025-11-05
21129,12562,2,2026-06-25,2026-06-28
21130,327,4,2024-12-10,2024-12-13
21131,13326,3,2026-01-08,2026-01-12
21132,29953,4,2024-01-13,2024-01-20
21133,49423,3,2024-11-08,2024-11-12
21134,48688,7,2024-09-22,2024-09-28
21135,32551,8,2026-04-04,2026-04-13
21136,21792,3,2026-07-13,2026-07-16
21137,28415,7,2025-07-03,2025-07-12
21138,27391,3,2026-06-04,2026-06-07
21139,36449,3,2025-10-16,2025-10-21
21140,35313,9,2024-04-15,2024-04-23
21141,49575,4,2025-08-28,2025-09-05
21142,23770,4,2025-12-26,2025-12-31
21143,47463,1,2025-06-26,2025-06-29
21144,30006,8,2025-08-17,2025-08-24
21145,17531,8,2025-08-07,2025-08-17
21146,28277,5,2024-02-26,2024-02-29
21147,49592,1,2026-08-30,2026-09-07
21148,13885,5,2026-04-22,2026-05-02
21149,21391,9,2024-06-29,2024-07-04
21150,1629,4,2024-05-16,2024-05-23
21151,49399,1,2025-05-31,2025-06-02
21152,8310,5,2024-11-08,2024-11-13
21153,43160,9,2026-04-27,2026-05-02
21154,25630,6,2024-05-27,2024-06-05
21155,41957,7,2025-12-02,2025-12-10
21156,2211,8,2024-06-07,2024-06-17
21157,9631,3,2026-05-02,2026-05-05
21158,37779,5,2024-06-15,2024-06-16
21159,31421,9,2025-01-01,2025-01-11
21160,13409,6,2025-02-22,2025-02-26
21161,44154,9,2024-04-21,2024-04-28
21162,8275,3,2024-09-27,2024-09-28
21163,38658,3,2026-08-31,2026-09-06
21164,36386,10,2024-09-19,2024-09-20
21165,36524,2,2025-06-11,2025-06-17
21166,37585,5,2026-06-03,2026-06-05
21167,27531,5,2026-01-22,2026-01-29
21168,22857,9,2026-05-14,2026-05-22
21169,6537,3,2025-01-28,2025-02-03
21170,14732,10,2026-03-18,2026-03-24
21171,6141,7,2024-05-08,2024-05-09
21172,2809,8,2025-03-13,2025-03-20
21173,25600,2,2026-05-06,2026-05-16
21174,215,5,2025-08-14,2025-08-18
21175,35144,5,2025-05-23,2025-05-28
21176,46058,1,2024-08-28,2024-09-04
21177,16691,10,2025-12-14,2025-12-24
21178,5761,4,2024-04-12,2024-04-14
21179,10471,8,2024-12-19,2024-12-28
21180,40705,1,2026-05-16,2026-05-18
21181,32798,6,2024-09-19,2024-09-27
21182,32259,1,2026-06-26,2026-06-28
21183,13187,10,2025-10-13,2025-10-20
21184,40719,7,2025-01-18,2025-01-21
21185,9195,6,2024-06-14,2024-06-20
21186,3474,8,2026-03-03,2026-03-13
21187,33904,3,2025-12-19,2025-12-23
21188,40332,5,2025-01-07,2025-01-10
21189,41715,8,2024-04-19,2024-04-27
21190,31835,3,2026-05-22,2026-05-27
21191,17783,5,2026-04-23,2026-04-27
21192,19983,5,2026-07-13,2026-07-19
21193,29801,3,2024-04-16,2024-04-20
21194,40423,4,2025-12-13,2025-12-16
21195,35151,4,2025-10-27,2025-10-31
21196,6030,2,2025-08-30,2025-09-09
21197,13810,6,2025-03-28,2025-03-30
21198,35550,7,2025-12-16,2025-12-19
21199,30702,6,2024-12-29,2025-01-03
21200,7301,2,2024-04-23,2024-05-03
21201,6746,9,2024-06-18,2024-06-24
21202,17648,5,2024-07-20,2024-07-27
21203,11890,10,2024-01-18,2024-01-21
21204,17670,2,2025-01-17,2025-01-22
21205,49936,5,2025-08-30,2025-09-02
21206,4427,5,2024-05-21,2024-05-29
21207,44486,8,2025-12-13,2025-12-19
21208,19000,3,2025-12-15,2025-12-17
21209,18823,5,2024-02-12,2024-02-22
21210,41364,6,2025-04-19,2025-04-24
21211,27625,8,2025-07-13,2025-07-21
21212,19915,5,2024-07-03,2024-07-08
21213,132,9,2024-07-16,2024-07-24
21214,3413,6,2024-04-19,2024-04-24
21215,1869,10,2025-08-01,2025-08-02
21216,12315,2,2025-02-12,2025-02-14
21217,19549,4,2026-08-27,2026-09-04
21218,39798,7,2026-06-18,2026-06-25
21219,16378,3,2024-12-27,2024-12-31
21220,32109,7,2024-10-11,2024-10-13
21221,16638,8,2026-07-16,2026-07-19
21222,3658,9,2025-11-17,2025-11-23
21223,10897,5,2024-12-27,2024-12-31
21224,40539,7,2024-05-16,2024-05-17
21225,42012,4,2025-12-03,2025-12-06
21226,11247,2,2025-06-15,2025-06-16
21227,39951,9,2026-08-24,2026-09-02
21228,48022,2,2026-01-13,2026-01-20
21229,3852,2,2025-03-24,2025-03-25
21230,18157,4,2025-05-04,2025-05-08
21231,21883,1,2025-08-04,2025-08-08
21232,41946,8,2026-03-23,2026-03-26
21233,16595,4,2024-10-24,2024-10-25
21234,1328,5,2026-06-19,2026-06-22
21235,1980,10,2024-03-16,2024-03-25
21236,9064,5,2025-12-19,2025-12-20
21237,13041,8,2025-11-19,2025-11-28
21238,22319,5,2025-06-15,2025-06-19
21239,1183,2,2024-07-22,2024-07-29
21240,23796,7,2025-06-09,2025-06-16
21241,44397,7,2025-12-03,2025-12-06
21242,4000,10,2026-08-23,2026-09-02
21243,10840,8,2025-01-04,2025-01-14
21244,28330,9,2024-11-24,2024-11-26
21245,11899,3,2026-06-22,2026-06-25
21246,49631,2,2025-10-30,2025-11-07
21247,4950,5,2025-01-17,2025-01-24
21248,5914,8,2025-09-14,2025-09-21
21249,46468,5,2026-08-24,2026-08-30
21250,43666,6,2025-05-30,2025-06-02
21251,48640,1,2026-04-05,2026-04-15
21252,5997,6,2025-12-19,2025-12-22
21253,5652,6,2026-09-11,2026-09-16
21254,43084,5,2024-07-08,2024-07-18
21255,26115,2,2024-03-17,2024-03-18
21256,21305,8,2024-07-04,2024-07-08
21257,39671,9,2024-02-21,2024-03-02
21258,39014,3,2025-10-25,2025-11-01
21259,39903,2,2024-09-28,2024-10-08
21260,2019,1,2024-02-10,2024-02-19
21261,24065,6,2025-02-03,2025-02-08
21262,22439,9,2024-09-24,2024-09-28
21263,25398,6,2024-03-07,2024-03-15
21264,22667,5,2026-07-05,2026-07-10
21265,13427,4,2025-06-05,2025-06-14
21266,4347,10,2025-08-17,2025-08-18
21267,27912,7,2026-08-19,2026-08-28
21268,15771,7,2025-09-24,2025-10-02
21269,11531,3,2024-01-30,2024-02-06
21270,29697,4,2025-01-12,2025-01-16
21271,49999,8,2025-03-20,2025-03-26
21272,3359,3,2024-08-14,2024-08-15
21273,25043,4,2024-10-04,2024-10-14
21274,4305,10,2024-01-02,2024-01-05
21275,27952,5,2026-04-30,2026-05-09
21276,16566,10,2025-12-01,2025-12-03
21277,8449,9,2024-05-25,2024-05-29
21278,35437,7,2025-03-10,2025-03-17
21279,18212,3,2024-01-08,2024-01-17
21280,1603,4,2026-02-26,2026-03-08
21281,6634,2,2024-03-27,2024-04-01
21282,319,9,2024-08-06,2024-08-15
21283,43218,9,2026-01-01,2026-01-06
21284,22869,1,2024-04-30,2024-05-04
21285,16484,7,2025-05-17,2025-05-26
21286,46977,9,2026-06-20,2026-06-23
21287,31633,4,2025-01-25,2025-01-31
21288,9198,2,2026-08-23,2026-08-26
21289,38787,6,2025-11-16,2025-11-26
21290,23234,1,2026-01-31,2026-02-10
21291,38579,4,2026-01-13,2026-01-19
21292,38395,4,2026-08-14,2026-08-19
21293,31949,3,2025-08-19,2025-08-24
21294,44548,4,2026-04-26,2026-05-04
21295,17255,7,2024-03-08,2024-03-10
21296,26493,9,2024-11-26,2024-11-27
21297,20928,10,2024-07-09,2024-07-17
21298,20795,5,2025-12-20,2025-12-30
21299,47156,1,2024-12-05,2024-12-07
21300,18409,2,2025-05-08,2025-05-15
21301,9475,6,2024-04-21,2024-04-23
21302,10223,3,2026-07-08,2026-07-11
21303,39117,3,2025-09-03,2025-09-13
21304,39454,1,2026-04-18,2026-04-20
21305,28200,7,2025-04-30,2025-05-04
21306,38787,10,2024-05-13,2024-05-22
21307,6873,10,2026-03-03,2026-03-04
21308,20078,9,2025-04-01,2025-04-02
21309,24527,7,2024-10-30,2024-11-01
21310,44563,3,2024-07-03,2024-07-09
21311,49715,2,2024-09-15,2024-09-23
21312,40672,6,2024-07-28,2024-07-30
21313,9768,4,2026-06-11,2026-06-21
21314,43346,7,2026-04-08,2026-04-16
21315,13844,7,2025-03-17,2025-03-24
21316,2920,4,2024-03-17,2024-03-21
21317,48335,8,2025-08-06,2025-08-14
21318,43067,3,2024-06-10,2024-06-16
21319,14269,5,2025-06-22,2025-06-29
21320,11752,2,2024-02-26,2024-02-27
21321,20892,2,2024-06-03,2024-06-08
21322,47910,7,2024-03-19,2024-03-20
21323,36104,5,2025-01-27,2025-02-01
21324,40426,8,2026-04-30,2026-05-10
21325,93,7,2025-10-18,2025-10-19
21326,1958,4,2024-06-09,2024-06-10
21327,49431,5,2025-11-17,2025-11-18
21328,32713,1,2024-06-25,2024-06-28
21329,29395,9,2025-09-02,2025-09-09
21330,33872,2,2026-01-08,2026-01-17
21331,19211,5,2024-02-15,2024-02-18
21332,11146,1,2024-05-08,2024-05-13
21333,44697,7,2026-05-22,2026-05-23
21334,32480,3,2025-04-03,2025-04-11
21335,11955,7,2025-04-24,2025-04-26
21336,28893,8,2025-04-26,2025-04-27
21337,15311,2,2026-07-10,2026-07-17
21338,6331,2,2025-12-21,2025-12-25
21339,16531,3,2024-07-23,2024-07-27
21340,10792,9,2026-04-12,2026-04-14
21341,29121,2,2025-07-31,2025-08-05
21342,33795,3,2026-09-06,2026-09-15
21343,48757,4,2026-05-16,2026-05-19
21344,49826,5,2026-06-29,2026-07-03
21345,19583,2,2025-06-27,2025-07-01
21346,39121,1,2025-01-28,2025-01-31
21347,16301,4,2025-10-30,2025-10-31
21348,26757,4,2026-08-22,2026-08-27
21349,3247,2,2024-06-23,2024-07-03
21350,38888,8,2025-06-09,2025-06-18
21351,8470,8,2024-02-02,2024-02-09
21352,37339,2,2024-01-06,2024-01-10
21353,23082,1,2026-06-17,2026-06-23
21354,30666,7,2024-12-07,2024-12-08
21355,13871,1,2025-02-25,2025-03-06
21356,30210,9,2024-07-28,2024-07-31
21357,12837,9,2024-07-04,2024-07-09
21358,31738,8,2024-08-28,2024-08-31
21359,14256,6,2024-03-09,2024-03-17
21360,27773,4,2024-07-04,2024-07-10
21361,39980,2,2025-01-05,2025-01-07
21362,14941,10,2024-11-13,2024-11-20
21363,10221,7,2024-08-10,2024-08-17
21364,518,7,2025-09-02,2025-09-07
21365,21219,10,2025-04-22,2025-05-01
21366,7239,4,2026-04-22,2026-04-25
21367,14427,3,2026-06-03,2026-06-07
21368,39213,8,2025-10-31,2025-11-05
21369,45751,5,2025-07-23,2025-07-29
21370,14700,10,2024-04-29,2024-05-03
21371,31894,8,2025-06-15,2025-06-17
21372,36566,6,2026-05-03,2026-05-12
21373,19482,5,2024-09-16,2024-09-26
21374,8942,5,2024-09-14,2024-09-21
21375,36496,8,2025-07-28,2025-07-31
21376,12249,8,2024-06-24,2024-06-26
21377,5723,7,2024-01-04,2024-01-06
21378,42702,3,2026-06-30,2026-07-07
21379,29035,5,2025-09-01,2025-09-04
21380,30290,2,2025-05-10,2025-05-20
21381,48668,10,2024-12-26,2024-12-30
21382,37553,7,2024-12-01,2024-12-11
21383,26022,10,2025-01-05,2025-01-15
21384,37877,3,2025-12-27,2025-12-31
21385,5035,4,2025-05-04,2025-05-14
21386,48827,4,2025-09-15,2025-09-19
21387,26564,9,2025-07-01,2025-07-06
21388,26260,4,2026-06-20,2026-06-21
21389,7302,6,2024-11-05,2024-11-15
21390,10333,1,2024-04-14,2024-04-19
21391,28592,1,2024-08-15,2024-08-23
21392,15395,8,2026-04-27,2026-04-29
21393,29185,5,2024-02-17,2024-02-21
21394,42593,9,2024-10-25,2024-10-31
21395,48353,6,2025-11-29,2025-12-09
21396,43143,2,2024-09-21,2024-09-22
21397,9271,7,2026-05-19,2026-05-24
21398,717,10,2025-01-08,2025-01-18
21399,43759,7,2025-04-07,2025-04-08
21400,33426,6,2025-08-23,2025-08-25
21401,26822,3,2025-04-23,2025-04-25
