PaymentID,OrderID,PaymentMethod,PaymentDate,Amount
26239,30441,Cash,2024-03-09,2155.76
26240,7586,Bank Transfer,2026-03-06,1320.14
26241,42908,Cash,2026-05-01,3932.25
26242,25589,PayPal,2025-12-08,2663.32
26243,43929,PayPal,2024-05-29,4755.86
26244,9431,Cash,2026-03-14,2695.48
26245,13073,Credit Card,2025-10-07,3509.83
26246,43328,Bank Transfer,2026-08-06,4414.36
26247,32671,Debit Card,2024-10-06,3463.28
26248,21528,Bank Transfer,2026-07-06,4134.88
26249,7590,Credit Card,2026-04-10,1408.19
26250,19312,Debit Card,2024-07-27,2701.77
26251,45052,Credit Card,2024-02-03,3200.17
26252,30461,Cash,2025-11-18,511.55
26253,36989,PayPal,2024-10-18,3473.67
26254,27350,Debit Card,2026-05-11,4421.08
26255,9308,Cash,2026-01-31,4383.97
26256,38671,Debit Card,2024-08-28,4952.3
26257,7529,Credit Card,2025-09-12,4738.4
26258,24981,Bank Transfer,2026-02-17,719.95
26259,11195,Cash,2024-11-29,4440.5
26260,25,Credit Card,2024-05-25,2036.03
26261,41881,Bank Transfer,2025-11-25,406.81
26262,40753,Cash,2024-06-24,4956.64
26263,12686,Cash,2025-08-31,3565.48
26264,5398,Debit Card,2026-04-07,2545.51
26265,26825,Bank Transfer,2025-06-25,3447.65
26266,14769,PayPal,2025-08-02,2641.1
26267,10350,Debit Card,2025-12-28,859.06
26268,46518,Debit Card,2025-07-31,3197.65
26269,27390,Bank Transfer,2025-03-27,1639.46
26270,36637,Debit Card,2025-03-28,4562.02
26271,40964,Credit Card,2026-02-17,724.77
26272,3668,PayPal,2026-02-04,898.43
26273,15577,Bank Transfer,2024-12-27,4088.17
26274,37060,Cash,2026-09-13,1791.69
26275,1263,Bank Transfer,2026-07-25,4236.55
26276,21223,Bank Transfer,2025-03-15,1569.44
26277,44253,Debit Card,2025-10-09,1048.22
26278,48510,Cash,2025-03-21,3716.22
26279,6814,Debit Card,2024-10-11,656.18
26280,18269,Bank Transfer,2025-02-23,3318.34
26281,10564,Cash,2025-05-01,3350.91
26282,49329,Bank Transfer,2024-07-17,3346.79
26283,27384,Debit Card,2026-09-06,3816.12
26284,36641,Debit Card,2025-02-03,4164.54
26285,42943,Credit Card,2025-10-23,3176.24
26286,47738,Bank Transfer,2025-10-21,539.29
26287,47951,Debit Card,2026-06-12,878.74
26288,2655,Bank Transfer,2026-07-05,1972.26
26289,26136,Credit Card,2024-07-31,279.53
26290,41827,Credit Card,2024-01-16,4161.79
26291,27063,Cash,2024-01-14,1367.85
26292,6901,Debit Card,2025-08-20,2443.62
26293,31687,Debit Card,2025-06-23,2365.86
26294,8758,Cash,2025-06-12,1356.38
26295,33850,Credit Card,2026-02-02,3362.32
26296,14170,Debit Card,2025-06-01,1723.03
26297,23,Cash,2026-01-30,4234.22
26298,39977,Bank Transfer,2026-03-21,74.21
26299,12232,Credit Card,2025-01-01,191.11
26300,27277,Debit Card,2025-10-18,1092.86
26301,26022,Credit Card,2024-07-03,2230.71
26302,24202,Debit Card,2024-05-29,4759.4
26303,10893,Cash,2026-06-15,1989.98
26304,40723,Cash,2025-10-23,3611.72
26305,8800,Bank Transfer,2024-05-13,3255.24
26306,12875,Bank Transfer,2025-08-21,425.04
26307,44356,Bank Transfer,2024-10-19,438.84
26308,46318,Bank Transfer,2025-07-04,2470.36
26309,21654,Credit Card,2026-03-27,2068.14
26310,36113,Bank Transfer,2025-07-11,3912.12
26311,11425,Credit Card,2025-01-09,4102.19
26312,38816,Credit Card,2024-06-06,3020.25
26313,42391,Credit Card,2025-07-21,4636.87
26314,37311,Cash,2025-06-03,2300.86
26315,36003,Bank Transfer,2024-01-16,4285.5
26316,32370,PayPal,2025-08-28,3147.57
26317,15121,Cash,2026-06-18,847.17
26318,13561,Cash,2026-02-16,3385.23
26319,5933,Credit Card,2024-05-17,3387.52
26320,14372,PayPal,2026-02-13,771.41
26321,22069,Cash,2025-11-23,901.76
26322,21960,Debit Card,2025-02-14,4041.19
26323,35152,Debit Card,2024-07-27,3968.85
26324,24276,Cash,2024-07-28,1784.55
26325,44120,Bank Transfer,2025-11-06,1381.54
26326,29448,Credit Card,2024-05-19,1571.59
26327,38486,PayPal,2024-12-10,4179.58
26328,16795,Cash,2024-06-21,1456.34
26329,38754,Bank Transfer,2024-11-17,2295.49
26330,18606,Debit Card,2025-05-26,340.36
26331,15271,Credit Card,2024-03-21,231.41
26332,29084,Cash,2025-03-22,3223.36
26333,41600,Debit Card,2025-03-24,4683.46
26334,715,Debit Card,2026-08-11,2296.6
26335,7550,PayPal,2025-06-19,3077.08
26336,31760,Debit Card,2025-03-23,401.61
26337,25968,Cash,2026-06-12,4118.24
26338,25754,PayPal,2025-12-10,2573.96
26339,18786,PayPal,2026-02-02,3934.55
26340,6464,Credit Card,2024-02-27,229.95
26341,38152,PayPal,2025-02-20,368.32
26342,48452,PayPal,2025-06-17,21.6
26343,5091,Credit Card,2024-09-03,2253.22
26344,18774,Cash,2025-01-04,1118.81
26345,20537,Cash,2025-04-19,4143.16
26346,21302,Credit Card,2024-11-23,4901.39
26347,43514,Cash,2024-08-17,3566.92
26348,22738,Debit Card,2026-09-09,749.21
26349,36546,PayPal,2024-06-09,2729.63
26350,2490,PayPal,2025-10-23,379.34
26351,47422,Debit Card,2025-05-20,1841.04
26352,1764,Bank Transfer,2025-02-13,2829.68
26353,39205,Debit Card,2025-12-05,1933.51
26354,40404,Credit Card,2024-05-28,2615.85
26355,258,Debit Card,2025-12-02,1906.71
26356,20216,Credit Card,2025-09-07,2645.26
26357,14053,Credit Card,2026-02-23,3963.65
26358,23310,Debit Card,2024-03-26,680.9
26359,35472,Cash,2025-01-11,4715.32
26360,44126,Cash,2026-03-02,4014.26
26361,18199,Cash,2025-10-09,2688.43
26362,25652,Bank Transfer,2026-04-26,24.98
26363,38143,PayPal,2025-07-29,2416.93
26364,18553,PayPal,2024-01-04,4303.74
26365,46892,Debit Card,2025-07-24,373.34
26366,19622,Credit Card,2025-11-03,3212.42
26367,47977,Credit Card,2024-08-27,726.17
26368,31597,Cash,2026-09-11,2821.0
26369,5119,Credit Card,2024-07-12,629.11
26370,12960,Cash,2026-01-04,4136.71
26371,45383,Debit Card,2024-08-01,1623.02
26372,34678,Credit Card,2026-05-06,487.67
26373,41481,PayPal,2026-03-28,1998.0
26374,15771,Credit Card,2024-10-03,2186.61
26375,46632,Credit Card,2025-11-10,4031.25
26376,15937,Bank Transfer,2024-05-05,3031.35
26377,2160,Bank Transfer,2024-07-09,98.18
26378,35459,Credit Card,2026-06-13,1774.43
26379,13990,Cash,2024-06-17,1142.91
26380,47911,Bank Transfer,2024-07-20,2628.21
26381,23895,Credit Card,2025-12-08,4508.7
26382,49010,Bank Transfer,2026-05-28,170.26
26383,43078,Cash,2025-05-10,3593.44
26384,8100,Bank Transfer,2026-07-19,4431.72
26385,41739,Cash,2024-03-12,1957.5
26386,45963,Credit Card,2024-11-04,4280.01
26387,31422,Cash,2026-07-18,4526.49
26388,32487,Credit Card,2025-03-22,3024.96
26389,29530,PayPal,2024-03-22,4721.84
26390,34673,Bank Transfer,2026-06-04,1892.54
26391,755,Cash,2025-06-06,4938.71
26392,4893,Credit Card,2025-08-04,3939.86
26393,21086,Cash,2024-10-17,1664.95
26394,17086,Cash,2024-12-04,1968.25
26395,22501,PayPal,2025-06-17,2771.21
26396,30043,Debit Card,2026-03-11,2749.27
26397,14063,PayPal,2024-07-26,3951.31
26398,48425,PayPal,2025-05-30,1595.39
26399,30303,Cash,2025-12-20,855.14
26400,7069,Credit Card,2024-08-09,1515.07
26401,1549,Credit Card,2024-10-29,1592.32
26402,5508,Credit Card,2026-08-24,3463.7
26403,15460,PayPal,2024-12-10,3580.72
26404,19463,Credit Card,2025-09-07,4792.74
26405,38380,Debit Card,2024-08-31,735.82
26406,32150,PayPal,2026-04-13,2311.82
26407,8847,Bank Transfer,2024-07-21,600.14
26408,9640,Bank Transfer,2024-09-07,3337.53
26409,18890,Bank Transfer,2025-03-16,804.06
26410,25332,Cash,2026-04-04,3955.44
26411,37158,Debit Card,2024-05-12,863.9
26412,9592,Credit Card,2024-11-11,590.08
26413,46055,Debit Card,2024-09-30,3969.35
26414,19759,Cash,2024-01-11,4017.78
26415,16091,Debit Card,2025-09-22,2494.19
26416,31378,PayPal,2024-06-25,70.76
26417,4951,Bank Transfer,2025-07-11,1566.47
26418,20097,Credit Card,2025-10-23,2411.55
26419,11352,Debit Card,2025-01-22,4064.42
26420,33904,PayPal,2026-08-19,1286.88
26421,25635,PayPal,2024-04-15,1363.66
26422,2263,Credit Card,2024-05-30,4443.3
26423,10710,Bank Transfer,2026-02-26,4098.17
26424,30455,Debit Card,2025-10-21,456.25
26425,13264,Credit Card,2024-08-27,1695.04
26426,47618,Cash,2024-12-18,1462.86
26427,7824,Debit Card,2024-11-10,4359.95
26428,19930,Debit Card,2025-11-03,138.05
26429,11172,Bank Transfer,2024-08-28,4042.86
26430,29179,Cash,2026-08-22,31.52
26431,21690,Bank Transfer,2025-12-27,3303.15
26432,30030,Cash,2026-07-25,3602.03
26433,45537,Credit Card,2026-03-02,4918.61
26434,15903,PayPal,2025-01-28,3135.98
26435,18922,Bank Transfer,2024-08-09,1867.27
26436,32708,PayPal,2026-07-25,480.83
26437,6437,Bank Transfer,2026-04-21,1658.66
26438,39026,Cash,2025-08-29,2391.77
26439,1954,Cash,2024-09-11,4436.62
26440,4484,Bank Transfer,2025-05-21,4996.48
26441,32595,Cash,2025-08-05,1277.11
26442,14176,Cash,2026-01-05,4717.37
26443,520,PayPal,2026-02-01,4401.26
26444,44773,Debit Card,2024-01-27,466.19
26445,32837,Cash,2026-01-27,941.67
26446,9669,PayPal,2025-10-17,4285.53
26447,28492,Bank Transfer,2025-01-17,3066.64
26448,36645,Bank Transfer,2026-06-14,927.36
26449,24086,Cash,2024-06-07,3380.45
26450,6874,Cash,2025-05-27,2175.39
26451,1284,PayPal,2026-04-12,3752.37
26452,14201,Cash,2024-08-04,3667.36
26453,5014,Credit Card,2024-04-01,4657.53
26454,3203,Credit Card,2025-01-15,4585.29
26455,826,Cash,2026-06-02,3967.27
26456,557,Cash,2026-03-08,1214.39
26457,48960,Debit Card,2026-09-05,822.03
26458,2276,Credit Card,2026-03-26,2356.89
26459,1859,Credit Card,2024-04-26,4279.42
26460,19688,Credit Card,2024-01-16,1013.91
26461,33045,PayPal,2024-06-24,48.82
26462,7080,Debit Card,2025-03-04,3425.73
26463,4361,Cash,2026-05-31,1939.34
26464,35983,PayPal,2025-01-08,2847.71
26465,36544,Credit Card,2026-06-20,1431.94
26466,616,Debit Card,2025-11-12,2140.03
26467,36402,Cash,2024-07-23,3013.6
26468,24491,Cash,2026-08-05,4090.13
26469,44261,Debit Card,2026-08-08,2541.65
26470,24032,Debit Card,2026-03-19,3747.29
26471,30923,Debit Card,2024-04-23,1258.25
26472,23721,Cash,2025-03-08,3461.41
26473,20393,Bank Transfer,2024-03-21,683.41
26474,36496,Debit Card,2026-08-09,1019.05
26475,1774,Cash,2025-03-18,2500.33
26476,44752,Credit Card,2024-03-19,4479.95
26477,5321,Credit Card,2026-01-19,2238.93
26478,38281,Cash,2026-08-16,1856.97
26479,34791,Debit Card,2024-02-23,3658.15
26480,32732,Credit Card,2025-09-15,1986.93
26481,20650,Debit Card,2026-09-14,2206.89
26482,21375,Cash,2025-07-05,516.5
26483,32580,Credit Card,2024-01-03,2978.78
26484,18505,PayPal,2026-01-04,4739.94
26485,16191,PayPal,2025-02-04,4318.01
26486,8186,Cash,2024-07-06,2245.65
26487,47911,Cash,2025-12-30,3487.3
26488,35847,Debit Card,2025-07-25,738.71
26489,6037,Credit Card,2025-07-13,4696.82
26490,2873,Debit Card,2026-05-24,2627.97
26491,30707,Bank Transfer,2025-04-05,3865.5
26492,18806,Bank Transfer,2026-08-05,1238.04
26493,32175,PayPal,2025-09-28,2127.84
26494,47229,Cash,2024-05-15,1348.79
26495,39139,Cash,2026-04-27,4935.74
26496,12998,Bank Transfer,2025-10-02,603.76
26497,20370,Cash,2025-08-27,1137.85
26498,40569,PayPal,2026-07-30,3830.68
26499,49542,Bank Transfer,2025-08-26,3245.07
26500,29736,Cash,2026-05-16,4218.58
26501,24845,Debit Card,2026-08-20,548.89
26502,19974,Bank Transfer,2024-10-09,3747.5
26503,1636,PayPal,2024-12-24,1317.46
26504,46233,Credit Card,2024-08-22,2643.98
26505,44754,Credit Card,2026-05-07,1351.98
26506,38152,Bank Transfer,2026-01-17,4926.87
26507,32109,Debit Card,2025-09-15,1870.09
26508,43910,PayPal,2025-02-12,2210.54
26509,15559,Debit Card,2024-05-12,2530.97
26510,1677,Bank Transfer,2025-07-16,3733.76
26511,38886,Credit Card,2026-08-17,1164.92
26512,23311,Debit Card,2025-10-15,4513.99
26513,22741,Debit Card,2024-08-01,4446.07
26514,34056,Credit Card,2026-05-17,4119.11
26515,49596,Credit Card,2025-02-28,2001.67
26516,21661,Credit Card,2024-09-29,3842.69
26517,11959,Credit Card,2024-06-27,1604.04
26518,41804,Credit Card,2026-07-04,3491.13
26519,49032,PayPal,2026-03-21,1167.9
26520,42036,Cash,2025-03-14,1384.21
26521,27552,Debit Card,2025-04-10,2055.08
26522,27774,Bank Transfer,2026-09-09,39.03
26523,41134,Bank Transfer,2025-08-22,4666.03
26524,29160,Cash,2024-05-28,3049.54
26525,35584,Credit Card,2026-05-21,1862.86
26526,37840,Bank Transfer,2025-10-27,394.26
26527,38303,Debit Card,2025-02-18,225.55
26528,32559,Cash,2025-06-16,1365.38
26529,17575,PayPal,2026-08-16,517.73
26530,45980,PayPal,2026-04-16,3104.59
26531,24538,Cash,2026-02-28,3866.55
26532,48703,Credit Card,2025-01-16,2822.73
26533,10416,PayPal,2025-06-01,4541.14
26534,34052,Bank Transfer,2025-05-31,4822.52
26535,22764,PayPal,2024-06-18,1466.47
26536,18094,Bank Transfer,2025-07-03,1604.11
26537,1924,PayPal,2025-05-04,2765.49
26538,10356,Cash,2026-03-10,3940.11
26539,19511,PayPal,2025-11-30,4953.61
26540,11294,Cash,2026-01-31,3909.6
26541,5817,Credit Card,2024-02-22,4937.2
26542,12941,PayPal,2025-07-16,4829.96
26543,20651,Credit Card,2025-08-09,4319.41
26544,11164,Cash,2026-07-15,3364.35
26545,402,Credit Card,2026-05-02,3830.57
26546,42287,Cash,2026-01-01,1400.99
26547,26111,Debit Card,2025-12-29,1770.22
26548,8327,PayPal,2025-06-13,3877.31
26549,24362,Bank Transfer,2025-05-29,3548.51
26550,35162,Debit Card,2024-07-17,3643.49
26551,18705,PayPal,2026-06-19,671.61
26552,5179,PayPal,2024-08-28,4473.72
26553,35675,Cash,2024-10-18,4085.65
26554,12393,Debit Card,2025-11-25,1887.19
26555,37576,Bank Transfer,2024-05-05,3301.72
26556,18284,PayPal,2024-08-23,4790.23
26557,18698,Cash,2026-04-04,2508.8
26558,42924,Bank Transfer,2025-11-08,170.11
26559,30425,PayPal,2024-10-26,124.55
26560,27763,Cash,2025-06-29,729.59
26561,10807,Bank Transfer,2024-08-06,4082.28
26562,5979,Cash,2024-12-22,305.0
26563,15319,Cash,2026-03-30,4210.79
26564,12008,Debit Card,2024-01-09,3749.43
26565,44405,Credit Card,2024-12-23,3964.17
26566,2381,Credit Card,2025-11-25,198.78
26567,36095,Credit Card,2026-04-16,2702.97
26568,20232,Cash,2024-11-18,1777.0
26569,46702,PayPal,2025-12-30,1041.22
26570,18132,PayPal,2024-02-16,3859.06
26571,31551,PayPal,2026-04-27,3875.06
26572,46005,PayPal,2025-05-04,1491.25
26573,13115,Bank Transfer,2025-12-09,3191.5
26574,46546,Bank Transfer,2026-01-15,1384.25
26575,46114,PayPal,2024-01-12,3232.08
26576,25452,Cash,2026-06-02,1206.2
26577,45297,Credit Card,2026-05-09,2852.55
26578,29009,Bank Transfer,2024-12-10,1068.55
26579,24232,Bank Transfer,2024-09-27,4483.08
26580,20224,Debit Card,2025-03-02,3416.58
26581,37831,Debit Card,2024-04-24,1953.8
26582,33429,Bank Transfer,2025-05-02,1156.12
26583,5853,Bank Transfer,2024-03-12,4228.58
26584,17781,PayPal,2025-02-28,4760.94
26585,32221,Cash,2025-12-25,2172.48
26586,22597,PayPal,2026-05-27,2305.7
26587,1391,Debit Card,2024-02-13,4379.4
26588,27862,Credit Card,2025-09-04,3701.5
26589,32811,Debit Card,2025-10-22,1128.76
26590,15855,Cash,2025-10-19,1197.26
26591,42413,PayPal,2026-01-20,3491.88
26592,28951,Bank Transfer,2026-01-24,309.66
26593,3181,Debit Card,2026-01-02,3709.5
26594,39821,Debit Card,2026-01-09,3444.38
26595,31325,PayPal,2024-06-09,106.15
26596,15803,Bank Transfer,2026-01-31,3465.12
26597,41745,Cash,2026-05-12,493.34
26598,12022,Cash,2024-04-17,3897.06
26599,13688,Debit Card,2024-05-01,4950.66
26600,17349,Bank Transfer,2026-09-09,4840.9
26601,13674,Cash,2025-11-05,3642.59
26602,44713,PayPal,2026-06-29,1669.01
26603,25520,Bank Transfer,2025-06-01,959.71
26604,45886,Bank Transfer,2024-10-03,3504.9
26605,42174,Credit Card,2024-12-29,1324.61
26606,18877,Debit Card,2024-01-12,1094.58
26607,43111,Credit Card,2026-03-25,696.13
26608,13812,Bank Transfer,2026-07-28,4797.75
26609,27373,Bank Transfer,2026-07-21,510.02
26610,772,Cash,2026-06-05,2743.09
26611,35050,Credit Card,2026-07-27,3758.24
26612,29108,Cash,2024-04-09,2108.22
26613,13220,Credit Card,2024-05-04,4932.81
26614,17893,Cash,2025-07-28,789.35
26615,33781,Cash,2025-01-05,475.1
26616,40360,Credit Card,2026-06-28,4640.02
26617,37088,Bank Transfer,2024-02-15,3260.75
26618,42621,PayPal,2024-06-08,740.01
26619,26564,Bank Transfer,2026-02-08,4361.03
26620,40430,Bank Transfer,2025-04-11,1371.97
26621,11154,Bank Transfer,2026-02-17,2048.57
26622,31641,Cash,2026-03-17,2847.59
26623,4721,PayPal,2025-07-12,4290.46
26624,39311,PayPal,2026-01-24,426.45
26625,35705,PayPal,2025-12-21,4990.89
26626,44734,PayPal,2026-02-05,4152.96
26627,28288,Bank Transfer,2024-07-15,4835.74
26628,16134,Credit Card,2025-11-07,2972.48
26629,2390,Credit Card,2026-02-21,1300.01
26630,11830,Debit Card,2024-05-07,1104.16
26631,12713,Bank Transfer,2026-02-27,3322.44
26632,26804,PayPal,2024-03-28,1308.33
26633,48558,Credit Card,2025-08-26,1699.78
26634,37051,Bank Transfer,2025-09-09,3184.75
26635,48120,Debit Card,2025-11-20,4672.09
26636,37892,PayPal,2025-08-07,2466.88
26637,43810,PayPal,2024-12-13,355.89
26638,9348,Credit Card,2025-11-29,122.67
26639,36740,Debit Card,2024-02-19,4199.05
26640,3735,Cash,2025-01-01,3648.48
26641,22002,Bank Transfer,2026-05-13,1383.08
26642,31697,Bank Transfer,2025-09-07,4016.38
26643,40553,Bank Transfer,2026-04-20,756.6
26644,10231,Bank Transfer,2025-04-14,4126.36
26645,39919,Bank Transfer,2025-06-18,2787.69
26646,31768,Bank Transfer,2026-03-08,454.32
26647,28602,Bank Transfer,2026-06-04,3162.44
26648,1669,Debit Card,2024-04-01,3547.99
26649,597,PayPal,2024-06-16,3573.25
26650,16103,Cash,2025-11-16,4304.43
26651,2467,Credit Card,2024-10-18,2377.42
26652,47277,Cash,2024-07-03,1259.22
26653,7376,Bank Transfer,2026-02-15,3800.47
26654,28200,Bank Transfer,2025-01-06,1707.88
26655,36329,Credit Card,2025-06-01,4688.43
26656,12918,Bank Transfer,2026-01-21,3137.18
26657,14984,Bank Transfer,2025-08-13,2920.45
26658,35403,PayPal,2024-05-15,490.03
26659,45480,Cash,2024-08-30,2400.59
26660,46902,Credit Card,2025-06-17,3944.35
26661,22180,PayPal,2024-08-13,1078.31
26662,5008,Credit Card,2025-02-08,3233.24
26663,46124,PayPal,2025-12-28,2845.24
26664,386,Credit Card,2025-07-31,1029.15
26665,4791,Debit Card,2026-07-10,3643.41
26666,12540,Bank Transfer,2024-09-28,2494.82
26667,21654,Debit Card,2025-08-11,2640.45
26668,3,Debit Card,2026-05-18,113.23
26669,15861,Debit Card,2025-10-08,2842.59
26670,5997,Bank Transfer,2024-12-12,4748.02
26671,7249,Debit Card,2025-06-28,2069.98
26672,17888,Bank Transfer,2024-08-15,4741.16
26673,43077,Debit Card,2024-09-05,2498.12
26674,21044,PayPal,2024-06-19,2086.13
26675,15270,Cash,2024-01-25,228.99
26676,8802,PayPal,2026-06-28,3119.63
26677,38162,Debit Card,2026-06-18,2349.37
26678,21354,Cash,2024-01-20,3348.04
26679,13029,Credit Card,2026-03-12,2819.75
26680,7685,Cash,2025-07-21,1644.12
26681,27279,PayPal,2026-09-12,2214.73
26682,16009,Cash,2025-04-16,940.18
26683,42627,Cash,2024-09-08,1044.68
26684,40124,Credit Card,2024-10-12,4039.81
26685,4349,Credit Card,2024-03-22,2325.03
26686,30016,Debit Card,2025-09-23,4125.68
26687,6470,Debit Card,2025-04-15,4700.06
26688,33058,Credit Card,2025-01-24,764.89
26689,32573,Debit Card,2026-04-28,2095.95
26690,7521,Debit Card,2025-09-20,3155.7
26691,6362,Bank Transfer,2024-01-15,3035.56
26692,45339,Bank Transfer,2025-07-17,443.51
26693,36514,Cash,2024-04-12,156.07
26694,15597,PayPal,2026-02-01,1133.04
26695,25481,PayPal,2025-02-26,2860.01
26696,32416,Debit Card,2025-11-12,1194.47
26697,26344,PayPal,2024-01-04,200.36
26698,46403,Debit Card,2025-04-25,3159.89
26699,28236,Cash,2024-10-30,3036.66
26700,27169,Credit Card,2025-12-02,3216.1
26701,20419,Credit Card,2025-06-08,2488.92
26702,12472,Cash,2025-02-15,3465.38
26703,18576,Credit Card,2025-01-06,4131.78
26704,5732,Cash,2025-08-25,1464.32
26705,35501,Cash,2026-01-17,884.66
26706,46872,Credit Card,2024-10-03,2027.65
26707,47964,Bank Transfer,2024-09-15,1409.8
26708,46417,Credit Card,2024-03-24,702.95
26709,47597,Bank Transfer,2025-01-04,2185.32
26710,8605,Credit Card,2025-06-06,2752.67
26711,44535,Bank Transfer,2025-11-14,4462.87
26712,9482,Cash,2025-02-18,4816.15
26713,5251,Debit Card,2026-05-19,3266.6
26714,44760,Credit Card,2024-11-16,3769.26
26715,43029,Debit Card,2025-12-21,4998.34
26716,21553,PayPal,2025-12-02,2144.68
26717,10238,Cash,2024-04-21,1621.25
26718,11171,Credit Card,2024-11-23,2010.77
26719,6698,Credit Card,2024-08-26,563.56
26720,4337,Credit Card,2024-05-02,473.73
26721,3933,Cash,2025-11-02,4331.9
26722,26848,Bank Transfer,2024-11-07,3917.08
26723,16103,Debit Card,2024-03-26,4129.8
26724,27649,Credit Card,2024-06-17,3957.83
26725,7704,Cash,2025-12-22,2400.1
26726,21329,PayPal,2026-09-05,3164.78
26727,28406,Debit Card,2025-09-11,4750.02
26728,290,PayPal,2025-10-02,2812.18
26729,18159,Credit Card,2025-12-24,2807.03
26730,19352,Credit Card,2024-12-29,1998.16
26731,7352,Debit Card,2024-11-07,249.02
26732,13084,Debit Card,2026-06-29,1169.44
26733,14567,Bank Transfer,2024-04-17,3551.18
26734,30,Debit Card,2025-11-18,733.05
26735,25145,Credit Card,2025-08-12,4410.23
26736,47769,Cash,2024-04-02,4428.09
26737,36708,Debit Card,2025-02-24,2602.16
26738,25173,PayPal,2024-09-05,3198.8
26739,33466,PayPal,2024-10-31,975.09
26740,39136,Debit Card,2025-10-28,2988.7
26741,36156,Credit Card,2024-08-05,3493.54
26742,27139,Debit Card,2025-11-28,577.35
26743,33985,Cash,2025-10-10,1895.53
26744,22839,Credit Card,2025-10-19,3029.34
26745,26898,Credit Card,2024-06-22,3075.38
26746,20495,Credit Card,2025-08-01,4618.71
26747,38595,Credit Card,2024-10-27,1691.49
26748,20438,Debit Card,2024-03-13,2982.33
26749,43345,Credit Card,2025-09-09,3115.18
26750,43797,Debit Card,2024-01-31,3380.07
26751,24662,PayPal,2026-03-12,1291.0
26752,3017,Bank Transfer,2025-04-12,4427.21
26753,24536,Credit Card,2026-04-24,4653.12
26754,19909,PayPal,2026-06-20,3247.92
26755,12907,Credit Card,2025-07-07,1192.22
26756,37996,PayPal,2026-06-09,3428.16
26757,45322,Credit Card,2025-10-16,3065.38
26758,15856,Cash,2025-09-18,974.83
26759,23363,Bank Transfer,2026-03-23,4794.03
26760,3133,Bank Transfer,2025-08-24,1892.12
26761,8336,Bank Transfer,2024-08-18,1866.52
26762,28831,Bank Transfer,2024-03-08,1007.96
26763,13791,PayPal,2026-05-17,4658.98
26764,49712,Bank Transfer,2026-07-22,2844.95
26765,3292,Debit Card,2024-01-08,3483.44
26766,9054,PayPal,2024-03-04,2027.15
26767,36525,Credit Card,2025-12-04,1155.4
26768,23016,PayPal,2024-03-16,1883.11
26769,47835,Debit Card,2025-06-06,2336.65
26770,13812,Cash,2025-06-06,992.52
26771,18342,Cash,2024-01-28,2484.03
26772,47077,Bank Transfer,2025-08-18,3903.44
26773,33880,Bank Transfer,2026-05-22,3465.35
26774,6487,Cash,2025-12-17,1224.53
26775,14447,Credit Card,2024-03-16,2557.48
26776,48844,Debit Card,2026-06-12,4412.9
26777,11136,Bank Transfer,2025-02-09,1870.89
26778,39181,Cash,2026-04-09,26.06
26779,49949,Cash,2025-12-12,3043.61
26780,24640,Cash,2024-07-30,3120.18
26781,9541,PayPal,2026-01-12,745.1
26782,29919,Cash,2026-02-20,2405.93
26783,13382,Bank Transfer,2025-01-19,2582.34
26784,19938,Bank Transfer,2024-05-14,2260.72
26785,46634,Bank Transfer,2025-06-03,1277.19
26786,47270,PayPal,2025-10-29,1427.84
26787,14936,Bank Transfer,2024-05-25,888.11
26788,31567,Debit Card,2025-09-06,1237.24
26789,40787,Cash,2024-11-22,3037.77
26790,17709,Debit Card,2026-07-25,4742.52
26791,45672,Credit Card,2024-09-29,4240.9
26792,34500,Credit Card,2026-04-24,42.05
26793,11790,Bank Transfer,2024-05-22,969.13
26794,21884,Debit Card,2026-03-11,2792.03
26795,32455,PayPal,2025-06-26,690.98
26796,38711,Credit Card,2024-11-24,3351.26
26797,42154,Cash,2025-05-21,3877.87
26798,302,Debit Card,2026-03-14,262.34
26799,39667,Cash,2024-10-14,4584.31
26800,6240,Bank Transfer,2025-09-25,1238.61
26801,38959,Debit Card,2026-03-13,2720.21
26802,9591,Debit Card,2024-10-16,29.03
26803,21085,PayPal,2024-06-16,1312.23
26804,33797,Credit Card,2025-05-01,1013.63
26805,43688,Debit Card,2026-03-15,4609.47
26806,27151,Bank Transfer,2025-10-30,941.7
26807,22681,Credit Card,2024-06-30,737.6
26808,8472,Debit Card,2026-04-16,2902.82
26809,12272,PayPal,2024-05-02,4288.0
26810,16417,Bank Transfer,2026-04-05,193.18
26811,6622,Debit Card,2024-04-02,3135.36
26812,25900,Cash,2025-11-08,3805.71
26813,39941,Credit Card,2024-08-06,1067.32
26814,8516,Cash,2026-01-22,2906.75
26815,33092,Bank Transfer,2026-05-01,3277.36
26816,2829,Cash,2024-12-23,3652.19
26817,45816,Debit Card,2026-02-05,126.43
26818,6182,PayPal,2024-07-07,690.35
26819,40300,Bank Transfer,2024-09-10,509.12
26820,17927,Debit Card,2024-02-27,2374.45
26821,3987,Credit Card,2024-03-18,4250.95
26822,27593,Bank Transfer,2025-01-22,1636.23
26823,12301,PayPal,2026-04-14,2048.75
26824,6423,PayPal,2026-07-18,4409.55
26825,26369,Cash,2024-12-27,1347.15
26826,17247,Bank Transfer,2025-07-07,2520.3
26827,32486,Debit Card,2026-07-20,4670.34
26828,7789,Cash,2024-11-05,3478.18
26829,39581,Cash,2024-06-22,1504.6
26830,41389,Credit Card,2026-05-31,212.73
